"Table S1. Metadata of 122,680 filtered Salmonella enterica genomes."			
Genome ID	Serotype	Isolation Source	Country
GCA_017059095.1	Enteritidis	Feces	Canada
GCA_017059115.1	Enteritidis	Feces	Canada
GCA_017059175.1	Enteritidis	Feces	Canada
GCA_017059195.1	Muenchen	Feces	Canada
GCA_017059215.1	Enteritidis	Feces	Canada
GCA_017059225.1	Enteritidis	Feces	Canada
GCA_017059785.1	4	Feces	Canada
GCA_017060015.1	Typhimurium	Feces	Canada
GCA_017060035.1	Enteritidis	Feces	Canada
GCA_017060055.1	Enteritidis	Feces	Canada
GCA_017060075.1	Weltevreden	Feces	Canada
GCA_017060095.1	Agona	Feces	Canada
GCA_017060115.1	Enteritidis	Feces	Canada
GCA_017060195.1	Enteritidis	Feces	Canada
GCA_017060235.1	Enteritidis	Feces	Canada
GCA_017060255.1	Heidelberg	Feces	Canada
GCA_017060275.1	Enteritidis	Feces	Canada
GCA_017060295.1	Rissen	Feces	Canada
GCA_017060315.1	Enteritidis	Feces	Canada
GCA_017060335.1	Saintpaul	Feces	Canada
GCA_017060355.1	Enteritidis	Feces	Canada
GCA_017060395.1	Enteritidis	Feces	Canada
GCA_017060435.1	Enteritidis	Feces	Canada
GCA_017060455.1	Enteritidis	Feces	Canada
GCA_017060535.1	Enteritidis	Feces	Canada
GCA_017060615.1	Enteritidis	Feces	Canada
GCA_017061455.1	Enteritidis	Feces	Canada
GCA_017066855.1	Java	Feces	Canada
GCA_017066995.1	Enteritidis	Feces	Canada
GCA_017067015.1	Eastbourne	Feces	Canada
GCA_017067035.1	Enteritidis	Feces	Canada
GCA_017067055.1	Enteritidis	Feces	Canada
GCA_017067075.1	Enteritidis	Feces	Canada
GCA_017067095.1	Eastbourne	Feces	Canada
GCA_017067115.1	Muenchen	Feces	Canada
GCA_017067135.1	Enteritidis	Feces	Canada
GCA_017067155.1	Enteritidis	Feces	Canada
GCA_017067175.1	Saintpaul	Feces	Canada
GCA_017067315.1	Enteritidis	Feces	Canada
GCA_017067335.1	Rissen	Feces	Canada
GCA_017067355.1	Muenchen	Feces	Canada
GCA_017067375.1	Typhimurium	Feces	Canada
GCA_017067395.1	Enteritidis	Feces	Canada
GCA_017067435.1	Enteritidis	Feces	Canada
GCA_017067475.1	Enteritidis	Feces	Canada
GCA_017072455.1	Enteritidis	Feces	Canada
GCA_017072475.1	Chester	Feces	Canada
GCA_017072495.1	Enteritidis	Feces	Canada
GCA_017072515.1	Typhimurium	Feces	Canada
GCA_017072535.1	Typhimurium	Feces	Canada
GCA_017072695.1	Kiambu	Feces	Canada
GCA_017072755.1	Enteritidis	Feces	Canada
GCA_017072775.1	Enteritidis	Feces	Canada
GCA_017072795.1	Newport	Feces	Canada
GCA_017072815.1	Enteritidis	Feces	Canada
GCA_017072835.1	Enteritidis	Feces	Canada
GCA_017072855.1	Infantis	Feces	Canada
GCA_017072875.1	Braenderup	Feces	Canada
GCA_017072895.1	Enteritidis	Feces	Canada
GCA_017073015.1	Enteritidis	Feces	Canada
GCA_017073025.1	4	Feces	Canada
GCA_017073055.1	Enteritidis	Feces	Canada
GCA_017073075.1	Saintpaul	Feces	Canada
GCA_017073095.1	Typhimurium	Feces	Canada
GCA_017073115.1	Alachua	Feces	Canada
GCA_017073155.1	Braenderup	Feces	Canada
GCA_017078655.1	Enteritidis	Feces	Canada
GCA_017078675.1	Enteritidis	Feces	Canada
GCA_017078695.1	Braenderup	Feces	Canada
GCA_017078715.1	Newport	Feces	Canada
GCA_017079155.1	Enteritidis	Feces	Canada
GCA_017079195.1	Typhimurium	Feces	Canada
GCA_017079215.1	Bareilly	Feces	Canada
GCA_017079235.1	Indiana	Feces	Canada
GCA_017079255.1	Enteritidis	Feces	Canada
GCA_017079295.1	4	Feces	Canada
GCA_017079315.1	Chester	Feces	Canada
GCA_017079355.1	Enteritidis	Feces	Canada
GCA_017079375.1	Enteritidis	Feces	Canada
GCA_017079395.1	Enteritidis	Feces	Canada
GCA_017079415.1	6	Feces	Canada
GCA_017079435.1	Enteritidis	Feces	Canada
GCA_017079455.1	Typhimurium	Feces	Canada
GCA_017079475.1	Enteritidis	Feces	Canada
GCA_017079495.1	Enteritidis	Feces	Canada
GCA_017079515.1	Enteritidis	Feces	Canada
GCA_017079535.1	Typhimurium	Feces	Canada
GCA_017079555.1	Enteritidis	Feces	Canada
GCA_017079595.1	Enteritidis	Feces	Canada
GCA_017079615.1	Chomedey	Feces	Canada
GCA_017079635.1	Typhimurium	Feces	Canada
GCA_017079655.1	Indiana	Feces	Canada
GCA_017079675.1	Enteritidis	Feces	Canada
GCA_017079695.1	Stanley	Feces	Canada
GCA_017079715.1	Typhimurium	Feces	Canada
GCA_017079735.1	Heidelberg	Feces	Canada
GCA_017079755.1	Typhimurium	Feces	Canada
GCA_017079775.1	Kentucky	Feces	Canada
GCA_017079795.1	Infantis	Feces	Canada
GCA_017079835.1	Typhimurium	Feces	Canada
GCA_017079855.1	Enteritidis	Feces	Canada
GCA_017079875.1	Enteritidis	Feces	Canada
GCA_017079895.1	Typhimurium	Feces	Canada
GCA_017079975.1	Enteritidis	Feces	Canada
GCA_017079995.1	Enteritidis	Feces	Canada
GCA_017080035.1	Newport	Feces	Canada
GCA_017080115.1	London	Feces	Canada
GCA_017080135.1	Enteritidis	Feces	Canada
GCA_017080175.1	Enteritidis	Feces	Canada
GCA_017080195.1	Enteritidis	Feces	Canada
GCA_017080215.1	Stanley	Feces	Canada
GCA_017080455.1	Typhimurium	Feces	Canada
GCA_017080495.1	Enteritidis	Feces	Canada
GCA_017080515.1	Enteritidis	Feces	Canada
GCA_017080535.1	Enteritidis	Feces	Canada
GCA_017080555.1	Enteritidis	Feces	Canada
GCA_017080575.1	Heidelberg	Feces	Canada
GCA_017080595.1	Heidelberg	Feces	Canada
GCA_017080635.1	Enteritidis	Feces	Canada
GCA_017080695.1	Schwarzengrund	Feces	Canada
GCA_017080715.1	Enteritidis	Feces	Canada
GCA_017080735.1	Enteritidis	Feces	Canada
GCA_017080755.1	Braenderup	Feces	Canada
GCA_017080775.1	Typhimurium	Feces	Canada
GCA_017080835.1	Heidelberg	Feces	Canada
GCA_017081055.1	Typhimurium	Feces	Canada
GCA_017081075.1	Enteritidis	Feces	Canada
GCA_017081095.1	Enteritidis	Feces	Canada
GCA_017085965.1	Enteritidis	Feces	Canada
GCA_017086025.1	Enteritidis	Feces	Canada
GCA_017086065.1	Enteritidis	Feces	Canada
GCA_017086185.1	Enteritidis	Feces	Canada
GCA_017086225.1	Enteritidis	Feces	Canada
GCA_017086265.1	Enteritidis	Feces	Canada
GCA_017086285.1	Enteritidis	Feces	Canada
GCA_017086305.1	Enteritidis	Feces	Canada
GCA_017086325.1	Enteritidis	Feces	Canada
GCA_017086345.1	Infantis	Feces	Canada
GCA_017086625.1	Enteritidis	Feces	Canada
GCA_017086705.1	Enteritidis	Feces	Canada
GCA_017086725.1	Typhimurium	Feces	Canada
GCA_017086745.1	Enteritidis	Feces	Canada
GCA_017086765.1	Enteritidis	Feces	Canada
GCA_017086785.1	Typhimurium	Feces	Canada
GCA_017086805.1	Enteritidis	Feces	Canada
GCA_017086825.1	Heidelberg	Feces	Canada
GCA_017086865.1	Enteritidis	Feces	Canada
GCA_017089365.1	Heidelberg	Feces	Canada
GCA_017089435.1	Enteritidis	Feces	Canada
GCA_017089455.1	Typhimurium	Feces	Canada
GCA_017089985.1	Enteritidis	Feces	Canada
GCA_017090025.1	Typhimurium	Feces	Canada
GCA_017090045.1	Enteritidis	Feces	Canada
GCA_017090065.1	Typhimurium	Feces	Canada
GCA_017090085.1	Enteritidis	Feces	Canada
GCA_017090105.1	Enteritidis	Feces	Canada
GCA_017090125.1	Typhimurium	Feces	Canada
GCA_017090165.1	Heidelberg	Feces	Canada
GCA_017090185.1	Enteritidis	Feces	Canada
GCA_017090225.1	Enteritidis	Feces	Canada
GCA_017090245.1	Enteritidis	Feces	Canada
GCA_017090265.1	Typhimurium	Feces	Canada
GCA_017090285.1	Enteritidis	Feces	Canada
GCA_017090305.1	Typhimurium	Feces	Canada
GCA_017090325.1	Enteritidis	Feces	Canada
GCA_017090385.1	Enteritidis	Feces	Canada
GCA_017090405.1	Enteritidis	Feces	Canada
GCA_017090445.1	Enteritidis	Feces	Canada
GCA_017090465.1	Enteritidis	Feces	Canada
GCA_017090625.1	Enteritidis	Feces	Canada
GCA_017090725.1	Typhimurium	Feces	Canada
GCA_017091205.1	Enteritidis	Feces	Canada
GCA_017102905.1	Enteritidis	Feces	Canada
GCA_017102925.1	Typhimurium	Feces	Canada
GCA_017103105.1	Enteritidis	Feces	Canada
GCA_017103125.1	Enteritidis	Feces	Canada
GCA_017103145.1	Enteritidis	Feces	Canada
GCA_017103165.1	Enteritidis	Feces	Canada
GCA_017103185.1	Enteritidis	Feces	Canada
GCA_017103205.1	Enteritidis	Feces	Canada
GCA_017103225.1	Enteritidis	Feces	Canada
GCA_017103245.1	Enteritidis	Feces	Canada
GCA_017103265.1	Typhimurium	Feces	Canada
GCA_017103285.1	Enteritidis	Feces	Canada
GCA_017103305.1	Typhimurium	Feces	Canada
GCA_017103325.1	Enteritidis	Feces	Canada
GCA_017103345.1	Typhimurium	Feces	Canada
GCA_017103365.1	Enteritidis	Feces	Canada
GCA_017103405.1	Typhimurium	Feces	Canada
GCA_017103445.1	Enteritidis	Feces	Canada
GCA_017103465.1	Typhimurium	Feces	Canada
GCA_017103525.1	Enteritidis	Feces	Canada
GCA_017106765.1	Enteritidis	Feces	Canada
GCA_017106785.1	Agona	Feces	Canada
GCA_017106825.1	Enteritidis	Feces	Canada
GCA_017107125.1	Newport	Feces	Canada
GCA_017107145.1	Thompson	Feces	Canada
GCA_017107165.1	Aqua	Feces	Canada
GCA_017107185.1	Montevideo	Feces	Canada
GCA_017107195.1	Enteritidis	Feces	Canada
GCA_017107225.1	Enteritidis	Feces	Canada
GCA_017107245.1	Worthington	Feces	Canada
GCA_017107365.1	Enteritidis	Feces	Canada
GCA_017107385.1	4	Feces	Canada
GCA_017107405.1	Enteritidis	Feces	Canada
GCA_017107425.1	Muenchen	Feces	Canada
GCA_017107445.1	Typhimurium	Feces	Canada
GCA_017107465.1	Enteritidis	Feces	Canada
GCA_017107485.1	Enteritidis	Feces	Canada
GCA_017107505.1	Enteritidis	Feces	Canada
GCA_017107525.1	Enteritidis	Feces	Canada
GCA_017107545.1	Enteritidis	Feces	Canada
GCA_017107565.1	Enteritidis	Feces	Canada
GCA_017107585.1	Infantis	Feces	Canada
GCA_017107605.1	Muenster	Feces	Canada
GCA_017107645.1	Thompson	Feces	Canada
GCA_017107665.1	Enteritidis	Feces	Canada
GCA_017107685.1	4	Feces	Canada
GCA_017107705.1	Heidelberg	Feces	Canada
GCA_017107725.1	4	Feces	Canada
GCA_017107745.1	4	Feces	Canada
GCA_017107765.1	Enteritidis	Feces	Canada
GCA_017107785.1	null	Feces	Canada
GCA_017107805.1	Weltevreden	Feces	Canada
GCA_017107825.1	Agbeni	Feces	Canada
GCA_017107845.1	Enteritidis	Feces	Canada
GCA_017107865.1	Enteritidis	Feces	Canada
GCA_017107885.1	Enteritidis	Feces	Canada
GCA_017107905.1	Hartford	Feces	Canada
GCA_017107915.1	Enteritidis	Feces	Canada
GCA_017107985.1	Newport	Feces	Canada
GCA_017108005.1	Newport	Feces	Canada
GCA_017108065.1	null	Feces	Canada
GCA_017108085.1	Enteritidis	Feces	Canada
GCA_017108105.1	50	Feces	Canada
GCA_017108125.1	Agona	Feces	Canada
GCA_017108145.1	Panama	Feces	Canada
GCA_017108165.1	4	Feces	Canada
GCA_017108185.1	Agona	Feces	Canada
GCA_017108205.1	Thompson	Feces	Canada
GCA_017108225.1	Sandiego	Feces	Canada
GCA_017108245.1	Enteritidis	Feces	Canada
GCA_017108265.1	Enteritidis	Feces	Canada
GCA_017108285.1	Enteritidis	Feces	Canada
GCA_017108305.1	Enteritidis	Feces	Canada
GCA_017108325.1	Infantis	Feces	Canada
GCA_017108345.1	Agona	Feces	Canada
GCA_017108365.1	Typhimurium	Feces	Canada
GCA_017108385.1	61	Feces	Canada
GCA_017108405.1	Singapore	Feces	Canada
GCA_017108425.1	Enteritidis	Feces	Canada
GCA_017108505.1	Heidelberg	Feces	Canada
GCA_017108525.1	Typhimurium	Feces	Canada
GCA_017108605.1	Barranquilla	Feces	Canada
GCA_017108625.1	Heidelberg	Feces	Canada
GCA_017108665.1	Enteritidis	Feces	Canada
GCA_017108705.1	Infantis	Feces	Canada
GCA_017108725.1	Enteritidis	Feces	Canada
GCA_017109285.1	Enteritidis	Feces	Canada
GCA_017109305.1	Enteritidis	Feces	Canada
GCA_017109325.1	Enteritidis	Feces	Canada
GCA_017109385.1	Enteritidis	Feces	Canada
GCA_017109425.1	Enteritidis	Feces	Canada
GCA_017109465.1	Enteritidis	Feces	Canada
GCA_017109485.1	Duisburg	Feces	Canada
GCA_017109505.1	Kiambu	Feces	Canada
GCA_017109545.1	Enteritidis	Feces	Canada
GCA_017109565.1	Enteritidis	Feces	Canada
GCA_017109585.1	Typhimurium	Feces	Canada
GCA_017109605.1	50	Feces	Canada
GCA_017109625.1	Enteritidis	Feces	Canada
GCA_017109645.1	Enteritidis	Feces	Canada
GCA_017109665.1	Enteritidis	Feces	Canada
GCA_017109685.1	Enteritidis	Feces	Canada
GCA_017109705.1	Enteritidis	Feces	Canada
GCA_017110285.1	Enteritidis	Feces	Canada
GCA_017110305.1	Enteritidis	Feces	Canada
GCA_017110325.1	Enteritidis	Feces	Canada
GCA_017110345.1	Enteritidis	Feces	Canada
GCA_017110365.1	Enteritidis	Feces	Canada
GCA_017110585.1	9	Feces	Canada
GCA_017110605.1	Enteritidis	Feces	Canada
GCA_017110625.1	Enteritidis	Feces	Canada
GCA_017110645.1	Enteritidis	Feces	Canada
GCA_017110665.1	Enteritidis	Feces	Canada
GCA_017110685.1	Enteritidis	Feces	Canada
GCA_017110705.1	Enteritidis	Feces	Canada
GCA_017110725.1	Enteritidis	Feces	Canada
GCA_017110745.1	Enteritidis	Feces	Canada
GCA_017110765.1	Enteritidis	Feces	Canada
GCA_017110805.1	Enteritidis	Feces	Canada
GCA_017110825.1	Enteritidis	Feces	Canada
GCA_017110905.1	Enteritidis	Feces	Canada
GCA_017111665.1	Newport	Feces	Canada
GCA_017111685.1	Newport	Feces	Canada
GCA_017111705.1	Newport	Feces	Canada
GCA_017111725.1	Newport	Feces	Canada
GCA_017111745.1	Newport	Feces	Canada
GCA_017111765.1	Newport	Feces	Canada
GCA_017111785.1	Newport	Feces	Canada
GCA_017111805.1	Newport	Feces	Canada
GCA_017111825.1	Newport	Feces	Canada
GCA_017111845.1	Newport	Feces	Canada
GCA_017111865.1	Newport	Feces	Canada
GCA_017111885.1	Newport	Feces	Canada
GCA_017111905.1	Newport	Feces	Canada
GCA_017111925.1	Newport	Feces	Canada
GCA_017111945.1	Newport	Feces	Canada
GCA_017111965.1	Newport	Feces	Canada
GCA_017111985.1	Newport	Feces	Canada
GCA_017112005.1	Enteritidis	Feces	Canada
GCA_017112025.1	Newport	Feces	Canada
GCA_017112045.1	Newport	Feces	Canada
GCA_017112065.1	Newport	Feces	Canada
GCA_017112145.1	Newport	Feces	Canada
GCA_017112165.1	Newport	Feces	Canada
GCA_017112185.1	Newport	Feces	Canada
GCA_017112205.1	Newport	Feces	Canada
GCA_017112215.1	Newport	Feces	Canada
GCA_017112245.1	Newport	Feces	Canada
GCA_017112265.1	Newport	Feces	Canada
GCA_017112285.1	Newport	Feces	Canada
GCA_017112305.1	Newport	Feces	Canada
GCA_017112325.1	Enteritidis	Feces	Canada
GCA_017112345.1	Newport	Feces	Canada
GCA_017112365.1	Enteritidis	Feces	Canada
GCA_017112385.1	Enteritidis	Feces	Canada
GCA_017112405.1	Ibadan	Feces	Canada
GCA_017112445.1	Enteritidis	Feces	Canada
GCA_017112485.1	Newport	Feces	Canada
GCA_017112505.1	Braenderup	Feces	Canada
GCA_017112525.1	Enteritidis	Feces	Canada
GCA_017112545.1	Enteritidis	Feces	Canada
GCA_017112565.1	Enteritidis	Feces	Canada
GCA_017112585.1	4	Feces	Canada
GCA_017112605.1	Enteritidis	Feces	Canada
GCA_017112625.1	Newport	Feces	Canada
GCA_017112645.1	Enteritidis	Feces	Canada
GCA_017112655.1	Newport	Feces	Canada
GCA_017112685.1	Newport	Feces	Canada
GCA_017112705.1	Enteritidis	Feces	Canada
GCA_017112725.1	9	Feces	Canada
GCA_017112745.1	Enteritidis	Feces	Canada
GCA_017112765.1	Enteritidis	Feces	Canada
GCA_017112785.1	Enteritidis	Feces	Canada
GCA_017112805.1	Enteritidis	Feces	Canada
GCA_017112825.1	Enteritidis	Feces	Canada
GCA_017112845.1	Enteritidis	Feces	Canada
GCA_017112865.1	Enteritidis	Feces	Canada
GCA_017112885.1	Enteritidis	Feces	Canada
GCA_017112905.1	Enteritidis	Feces	Canada
GCA_017112925.1	Enteritidis	Feces	Canada
GCA_017112945.1	Typhimurium	Feces	Canada
GCA_017112965.1	Enteritidis	Feces	Canada
GCA_017112985.1	Enteritidis	Feces	Canada
GCA_017113005.1	Enteritidis	Feces	Canada
GCA_017113285.1	Enteritidis	Feces	Canada
GCA_017113315.1	Braenderup	Feces	Canada
GCA_017113345.1	Thompson	Feces	Canada
GCA_017113425.1	Enteritidis	Feces	Canada
GCA_017113455.1	Enteritidis	Feces	Canada
GCA_017113495.1	Enteritidis	Feces	Canada
GCA_017115845.1	Enteritidis	Feces	Canada
GCA_017118585.1	Enteritidis	Feces	Canada
GCA_017118685.1	Eschberg	Feces	Canada
GCA_017141465.1	Typhimurium	Feces	Canada
GCA_017141485.1	Enteritidis	Feces	Canada
GCA_017141525.1	Enteritidis	Feces	Canada
GCA_017141765.1	Newport	Feces	Canada
GCA_017141785.1	Enteritidis	Feces	Canada
GCA_017141795.1	Newport	Feces	Canada
GCA_017141805.1	Enteritidis	Feces	Canada
GCA_017141845.1	Typhimurium	Feces	Canada
GCA_017141865.1	Enteritidis	Feces	Canada
GCA_017141885.1	Infantis	Feces	Canada
GCA_017141905.1	Typhimurium	Feces	Canada
GCA_017141925.1	Enteritidis	Feces	Canada
GCA_017141945.1	Oranienburg	Feces	Canada
GCA_017141965.1	Typhimurium	Feces	Canada
GCA_017142015.1	Newport	Feces	Canada
GCA_017142165.1	Typhimurium	Feces	Canada
GCA_017142185.1	Enteritidis	Feces	Canada
GCA_017142225.1	Enteritidis	Feces	Canada
GCA_017142245.1	Newport	Feces	Canada
GCA_017146335.1	Heidelberg	Feces	Canada
GCA_017146755.1	Enteritidis	Feces	Canada
GCA_017146775.1	Enteritidis	Feces	Canada
GCA_017146795.1	Enteritidis	Feces	Canada
GCA_017146815.1	Typhimurium	Feces	Canada
GCA_017146835.1	Enteritidis	Feces	Canada
GCA_017146855.1	Typhimurium	Feces	Canada
GCA_017146995.1	Enteritidis	Feces	Canada
GCA_017147035.1	Enteritidis	Feces	Canada
GCA_017147055.1	Heidelberg	Feces	Canada
GCA_017147075.1	Typhimurium	Feces	Canada
GCA_017147095.1	Heidelberg	Feces	Canada
GCA_017147115.1	Typhimurium	Feces	Canada
GCA_017147135.1	Enteritidis	Feces	Canada
GCA_017147155.1	Typhimurium	Feces	Canada
GCA_017147175.1	Enteritidis	Feces	Canada
GCA_017147195.1	Enteritidis	Feces	Canada
GCA_017147215.1	Heidelberg	Feces	Canada
GCA_017147295.1	Heidelberg	Feces	Canada
GCA_017147475.1	Infantis	Feces	Canada
GCA_017172715.1	Typhimurium	Feces	Canada
GCA_017173695.1	Typhimurium	Feces	Canada
GCA_017173995.1	Enteritidis	Feces	Canada
GCA_017174015.1	Typhimurium	Feces	Canada
GCA_017174035.1	Typhimurium	Feces	Canada
GCA_017174055.1	Enteritidis	Feces	Canada
GCA_017174075.1	Typhimurium	Feces	Canada
GCA_017174195.1	Typhimurium	Feces	Canada
GCA_017174275.1	Typhimurium	Feces	Canada
GCA_017174295.1	Enteritidis	Feces	Canada
GCA_017174315.1	Enteritidis	Feces	Canada
GCA_017174335.1	Typhimurium	Feces	Canada
GCA_017174355.1	Typhimurium	Feces	Canada
GCA_017174375.1	Enteritidis	Feces	Canada
GCA_017174475.1	Enteritidis	Feces	Canada
GCA_017174615.1	Thompson	Feces	Canada
GCA_017174655.1	Enteritidis	Feces	Canada
GCA_017174715.1	Enteritidis	Feces	Canada
GCA_017174735.1	Enteritidis	Feces	Canada
GCA_017174755.1	Typhimurium	Feces	Canada
GCA_017174835.1	Typhimurium	Feces	Canada
GCA_017175235.1	Enteritidis	Feces	Canada
GCA_017175255.1	Enteritidis	Feces	Canada
GCA_017175355.1	Enteritidis	Feces	Canada
GCA_017175415.1	Enteritidis	Feces	Canada
GCA_017175435.1	Heidelberg	Feces	Canada
GCA_017175445.1	Enteritidis	Feces	Canada
GCA_017175475.1	Typhimurium	Feces	Canada
GCA_017175495.1	Enteritidis	Feces	Canada
GCA_017175515.1	Enteritidis	Feces	Canada
GCA_017175535.1	Enteritidis	Feces	Canada
GCA_017175555.1	Typhimurium	Feces	Canada
GCA_017175575.1	Enteritidis	Feces	Canada
GCA_017175615.1	Typhimurium	Feces	Canada
GCA_017177235.1	Enteritidis	Feces	Canada
GCA_017177255.1	Typhimurium	Feces	Canada
GCA_017177275.1	Enteritidis	Feces	Canada
GCA_017177915.1	Typhimurium	Feces	Canada
GCA_017177955.1	Typhimurium	Feces	Canada
GCA_017193915.1	Cubana	Feces	Canada
GCA_017193955.1	Enteritidis	Feces	Canada
GCA_017193975.1	Cubana	Feces	Canada
GCA_017194015.1	Cubana	Feces	Canada
GCA_017194055.1	Litchfield	Feces	Canada
GCA_017194075.1	Litchfield	Feces	Canada
GCA_017194095.1	Chester	Feces	Canada
GCA_017196795.1	Enteritidis	Feces	Canada
GCA_017198115.1	Typhimurium	Feces	Canada
GCA_017198135.1	Typhimurium	Feces	Canada
GCA_017198155.1	Typhimurium	Feces	Canada
GCA_017198165.1	Typhimurium	Feces	Canada
GCA_017198195.1	Typhimurium	Feces	Canada
GCA_017198215.1	Typhimurium	Feces	Canada
GCA_017198235.1	Typhimurium	Feces	Canada
GCA_017198255.1	Typhimurium	Feces	Canada
GCA_017200195.1	Stanley	Feces	Canada
GCA_017204975.1	Enteritidis	Feces	Canada
GCA_017204995.1	Enteritidis	Feces	Canada
GCA_017205015.1	Enteritidis	Feces	Canada
GCA_017205035.1	Enteritidis	Feces	Canada
GCA_017205115.1	Enteritidis	Feces	Canada
GCA_017206595.1	Enteritidis	Feces	Canada
GCA_017206615.1	Enteritidis	Feces	Canada
GCA_017206635.1	Enteritidis	Feces	Canada
GCA_017206675.1	Enteritidis	Feces	Canada
GCA_017206695.1	Enteritidis	Feces	Canada
GCA_017206815.1	Enteritidis	Feces	Canada
GCA_017208115.1	Enteritidis	Feces	Canada
GCA_017208155.1	Enteritidis	Feces	Canada
GCA_017208175.1	Enteritidis	Feces	Canada
GCA_017208195.1	Infantis	Feces	Canada
GCA_017208355.1	Enteritidis	Feces	Canada
GCA_017208455.1	Agona	Feces	Canada
GCA_017208475.1	Enteritidis	Feces	Canada
GCA_017208525.1	Enteritidis	Feces	Canada
GCA_017208555.1	Enteritidis	Feces	Canada
GCA_017208575.1	Enteritidis	Feces	Canada
GCA_017208595.1	Javiana	Feces	Canada
GCA_017211215.1	Enteritidis	Feces	Canada
GCA_017211335.1	Enteritidis	Feces	Canada
GCA_017211355.1	Enteritidis	Feces	Canada
GCA_017211375.1	Enteritidis	Feces	Canada
GCA_017211395.1	Typhimurium	Feces	Canada
GCA_017211435.1	Enteritidis	Feces	Canada
GCA_017211455.1	Eastbourne	Feces	Canada
GCA_017211475.1	Enteritidis	Feces	Canada
GCA_017211495.1	Enteritidis	Feces	Canada
GCA_017211515.1	Braenderup	Feces	Canada
GCA_017211535.1	Braenderup	Feces	Canada
GCA_017211555.1	Enteritidis	Feces	Canada
GCA_017211565.1	Enteritidis	Feces	Canada
GCA_017211615.1	Enteritidis	Feces	Canada
GCA_017211635.1	4	Feces	Canada
GCA_017211675.1	Typhimurium	Feces	Canada
GCA_017211695.1	Enteritidis	Feces	Canada
GCA_017211735.1	Typhimurium	Feces	Canada
GCA_017211775.1	Enteritidis	Feces	Canada
GCA_017211815.1	Braenderup	Feces	Canada
GCA_017211835.1	Typhimurium	Feces	Canada
GCA_017211875.1	Enteritidis	Feces	Canada
GCA_017212935.1	Lagos	Feces	Canada
GCA_017212955.1	Javiana	Feces	Canada
GCA_017212995.1	Javiana	Feces	Canada
GCA_017213035.1	Heidelberg	Feces	Canada
GCA_017213055.1	Saintpaul	Feces	Canada
GCA_017213075.1	Braenderup	Feces	Canada
GCA_017214475.1	Javiana	Feces	Canada
GCA_017214515.1	4	Feces	Canada
GCA_017214555.1	Braenderup	Feces	Canada
GCA_017214575.1	Enteritidis	Feces	Canada
GCA_017214615.1	Heidelberg	Feces	Canada
GCA_017214715.1	Enteritidis	Feces	Canada
GCA_017214735.1	Senftenberg	Feces	Canada
GCA_017214775.1	Enteritidis	Feces	Canada
GCA_017214795.1	4	Feces	Canada
GCA_017214815.1	Typhimurium	Feces	Canada
GCA_017214875.1	Enteritidis	Feces	Canada
GCA_017214885.1	Bareilly	Feces	Canada
GCA_017214915.1	Javiana	Feces	Canada
GCA_017214935.1	Enteritidis	Feces	Canada
GCA_017215135.1	Stanley	Feces	Canada
GCA_017215155.1	Thompson	Feces	Canada
GCA_017216135.1	Enteritidis	Feces	Canada
GCA_017216175.1	Enteritidis	Feces	Canada
GCA_017216195.1	Enteritidis	Feces	Canada
GCA_017216215.1	Enteritidis	Feces	Canada
GCA_017216235.1	Enteritidis	Feces	Canada
GCA_017216275.1	Enteritidis	Feces	Canada
GCA_017219375.1	Enteritidis	Feces	Canada
GCA_017219395.1	4	Feces	Canada
GCA_017219415.1	Typhimurium	Feces	Canada
GCA_017219435.1	Enteritidis	Feces	Canada
GCA_017219455.1	Javiana	Feces	Canada
GCA_017219495.1	Enteritidis	Feces	Canada
GCA_017219515.1	Infantis	Feces	Canada
GCA_017219535.1	Havana	Feces	Canada
GCA_017219555.1	Saintpaul	Feces	Canada
GCA_017219575.1	Sandiego	Feces	Canada
GCA_017219595.1	Hartford	Feces	Canada
GCA_017219635.1	Uganda	Feces	Canada
GCA_017222595.1	Typhimurium	Feces	Canada
GCA_017222615.1	Enteritidis	Feces	Canada
GCA_017223455.1	Enteritidis	Feces	Canada
GCA_017223495.1	Typhimurium	Feces	Canada
GCA_017223515.1	Weltevreden	Feces	Canada
GCA_017223535.1	Typhimurium	Feces	Canada
GCA_017223555.1	Enteritidis	Feces	Canada
GCA_017223575.1	Enteritidis	Feces	Canada
GCA_017223595.1	Enteritidis	Feces	Canada
GCA_017223615.1	Singapore	Feces	Canada
GCA_017223635.1	Enteritidis	Feces	Canada
GCA_017223655.1	4	Feces	Canada
GCA_017223675.1	Newport	Feces	Canada
GCA_017223695.1	Gatuni	Feces	Canada
GCA_017223715.1	Enteritidis	Feces	Canada
GCA_017223735.1	Panama	Feces	Canada
GCA_017223755.1	Havana	Feces	Canada
GCA_017223775.1	Enteritidis	Feces	Canada
GCA_017223795.1	Heidelberg	Feces	Canada
GCA_017223815.1	Typhimurium	Feces	Canada
GCA_017223835.1	Schwarzengrund	Feces	Canada
GCA_017223855.1	Panama	Feces	Canada
GCA_017223875.1	Enteritidis	Feces	Canada
GCA_017223885.1	Enteritidis	Feces	Canada
GCA_017223915.1	Cerro	Feces	Canada
GCA_017223935.1	Heidelberg	Feces	Canada
GCA_017223955.1	Enteritidis	Feces	Canada
GCA_017223975.1	Enteritidis	Feces	Canada
GCA_017224015.1	Saintpaul	Feces	Canada
GCA_017224035.1	Saintpaul	Feces	Canada
